time_s,total_Fx_N_min,total_Fx_N_max,total_Fx_N_valid_scenarios,total_Fz_N_min,total_Fz_N_max,total_Fz_N_valid_scenarios,left_ankle_Nm_min,left_ankle_Nm_max,left_ankle_Nm_valid_scenarios,left_knee_Nm_min,left_knee_Nm_max,left_knee_Nm_valid_scenarios,left_hip_Nm_min,left_hip_Nm_max,left_hip_Nm_valid_scenarios,right_ankle_Nm_min,right_ankle_Nm_max,right_ankle_Nm_valid_scenarios,right_knee_Nm_min,right_knee_Nm_max,right_knee_Nm_valid_scenarios,right_hip_Nm_min,right_hip_Nm_max,right_hip_Nm_valid_scenarios
2.527322,35.674305466510546,49.77545819888532,15,894.7323504881692,999.7845420119178,15,-35.52517388339667,15.755338945157874,15,-13.37007072790021,76.54103141665172,15,-98.12923397287429,-26.25128218372735,15,-94.7847023560465,0.6205212142201019,15,-5.895621095098122,63.39376870905142,15,-72.6480154165276,10.767849830360877,15
2.560656,28.319601506452244,42.15071911986094,15,849.1550138409743,948.8470536230211,15,-37.569855777495924,-30.96927712495578,14,-17.38197806528834,2.0847133301986407,14,-100.93247535690534,-40.79068343824294,14,-80.29685955829274,-11.4230794047149,14,39.97186029027674,55.41205773425589,14,-55.81486882086294,4.428451481086485,14
2.593989,31.549471145714413,40.577218596231745,15,803.3641807701439,897.6973985680648,15,-34.77880583794816,7.973509847096729,15,-15.83021010310868,55.45959774664345,15,-91.24036946026658,-31.20088814505983,15,-79.93507647138624,0.9555283484009927,15,-2.993509410489723,55.18128563578402,15,-59.84515212448674,12.315900353046276,15
2.627311,34.424300729758016,44.705893658849924,15,760.9843179577178,850.3686219350592,15,-31.578111599047762,1.8131665114675073,15,-12.791978192133024,37.84545015659612,15,-87.24053845742296,-17.32242912564555,15,-81.90309890825222,2.9176147765662015,15,12.662766241823466,59.42402931842426,15,-67.1284814450047,15.388769376829941,15
2.660644,32.10045259170824,39.23388650097674,15,731.4420089381276,817.372776208187,15,-31.713031768828156,0.358070250598999,15,-14.83230858665928,34.81910635818291,15,-85.04612540179326,-23.948575185379937,15,-74.81469958420276,2.5578850831390834,15,9.97075140054608,53.317527384092955,15,-59.13824166270884,16.207835097331902,15
2.693978,34.43008367731446,43.06158367681279,15,715.2746987144725,805.5130813680229,15,-30.656255675969465,1.0610009434327878,15,-13.755216283317672,34.284468771370776,15,-84.66242649209454,-20.781265094733357,15,-74.62247760164432,2.5364573716135097,15,10.141217053146935,51.486356682865775,15,-62.90567981709436,16.44085951255721,15
2.727311,32.56033171559165,39.79596098572312,15,725.1855281307645,812.180512625146,15,-32.69464541233509,4.377300072967195,15,-16.087127920482192,43.600886325175686,15,-92.33613918851049,-32.708988310289804,15,-70.61798533305341,1.1798713986786584,15,-0.6013005101878388,44.254788180720666,15,-58.32537601948821,15.79550932625363,15
2.760644,37.800567540957665,47.973019489063205,15,752.6852249425344,841.1745965932338,15,-33.417050059194096,-28.107258518364603,14,-15.88063052287685,-0.20471619553445208,14,-95.5191455152359,-36.06011425924302,14,-73.24435742408717,-11.444507436265535,14,33.6539912961514,42.4924727217398,14,-66.19030786920712,0.8851349557712371,14
2.793978,38.739269947488715,54.05775619417768,15,787.1594986140226,879.6888184486838,15,-36.119449832193226,-29.07347017264398,14,-16.374514231475395,6.58940417750841,14,-109.93273514089007,-50.749684458217885,14,-71.12915365012651,-10.41107766193257,14,30.004727424984384,46.52450381686242,14,-64.41003513756618,1.359851629138971,14
2.827311,48.367310929843306,62.155989431044446,15,825.9673197674907,923.0229005609447,15,-33.88905165262316,-27.72192199761428,14,-11.9652559464427,17.318084902651442,14,-111.36807950509456,-44.424121012662944,14,-81.18272108947679,-11.452646931367239,14,31.22570118880549,48.40514047161638,14,-85.23537911011822,0.2714031928355878,14
